Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
6621,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.228,,Cc1ccccc1,Solvent,0.772,,0.0593,,10.1016/j.fluid.2007.03.017
6622,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.455,,Cc1ccccc1,Solvent,0.545,,0.0323,,10.1016/j.fluid.2007.03.017
6623,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.752,,Cc1ccccc1,Solvent,0.248,,-0.0091,,10.1016/j.fluid.2007.03.017
6627,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7274,,CCCCCl,Solvent,0.2726,,-0.0732,,10.1016/j.fluid.2011.06.001
6628,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.4547,,CCCCCl,Solvent,0.5453,,-0.0954,,10.1016/j.fluid.2011.06.001
6629,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2727,,CCCCCl,Solvent,0.7273,,-0.0785,,10.1016/j.fluid.2011.06.001
6633,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.0907,,CC(C)OC(C)C,Solvent,0.9093,,-0.0302,,10.1016/j.fluid.2011.06.001
6634,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.5453,,CC(C)OC(C)C,Solvent,0.4547,,-0.0957,,10.1016/j.fluid.2011.06.001
6635,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.727,,CC(C)OC(C)C,Solvent,0.273,,-0.0791,,10.1016/j.fluid.2011.06.001
6639,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.2192,,CC(C)OC(C)C,Solvent,0.7808,,0.007,,10.1016/j.fluid.2011.06.001
6640,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.5512,,CC(C)OC(C)C,Solvent,0.4488,,0.0071,,10.1016/j.fluid.2011.06.001
6641,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.7747,,CC(C)OC(C)C,Solvent,0.2253,,0.0035,,10.1016/j.fluid.2011.06.001
6648,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7442,,C1COCCO1,Solvent,0.2558,,1.262,,10.1016/j.fluid.2006.03.020
6649,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4928,,C1COCCO1,Solvent,0.5072,,1.588,,10.1016/j.fluid.2006.03.020
6650,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2394,,C1COCCO1,Solvent,0.7606,,1.124,,10.1016/j.fluid.2006.03.020
6654,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,0.05827,,10.1021/je025649t
6655,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.08658,,10.1021/je025649t
6656,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.07698,,10.1021/je025649t
6660,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,0.20076,,10.1021/je034037l
6661,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.28584,,10.1021/je034037l
6662,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.23662,,10.1021/je034037l
6666,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.2252,,O=C1CCCCCC1,Solvent,0.7748,,0.0783,,10.1021/acs.jced.6b00606
6667,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.5725,,O=C1CCCCCC1,Solvent,0.4275,,0.1032,,10.1021/acs.jced.6b00606
6668,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.7716,,O=C1CCCCCC1,Solvent,0.2284,,0.0694,,10.1021/acs.jced.6b00606
6672,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7574,,COC=O,Solvent,0.2426,,0.653,,10.1016/j.jct.2006.05.004
6673,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5281,,COC=O,Solvent,0.4719,,0.8123,,10.1016/j.jct.2006.05.004
6674,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0595,,COC=O,Solvent,0.9405,,0.1715,,10.1016/j.jct.2006.05.004
6678,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7209,,COC(C)=O,Solvent,0.2791,,0.2594,,10.1016/j.jct.2006.05.004
6679,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4855,,COC(C)=O,Solvent,0.5145,,0.2577,,10.1016/j.jct.2006.05.004
6680,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2508,,COC(C)=O,Solvent,0.7492,,0.1202,,10.1016/j.jct.2006.05.004
6684,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7594,,COC(C)=O,Solvent,0.2406,,0.313,,10.1016/j.jct.2006.05.004
6685,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.5042,,COC(C)=O,Solvent,0.4958,,0.3912,,10.1016/j.jct.2006.05.004
6686,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2313,,COC(C)=O,Solvent,0.7687,,0.2115,,10.1016/j.jct.2006.05.004
6690,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2446,,CCC(=O)OC,Solvent,0.7554,,0.09,,10.1016/j.jct.2006.05.004
6691,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5086,,CCC(=O)OC,Solvent,0.4914,,0.0195,,10.1016/j.jct.2006.05.004
6692,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7852,,CCC(=O)OC,Solvent,0.2148,,-0.0281,,10.1016/j.jct.2006.05.004
6696,308.15,100.0,Liquid,2,CNC=O,Solvent,0.7476,,Cc1ccccc1Cl,Solvent,0.2524,,0.374,,10.1016/j.jct.2013.12.006
6697,308.15,100.0,Liquid,2,CNC=O,Solvent,0.5147,,Cc1ccccc1Cl,Solvent,0.4853,,0.49,,10.1016/j.jct.2013.12.006
6698,308.15,100.0,Liquid,2,CNC=O,Solvent,0.2656,,Cc1ccccc1Cl,Solvent,0.7344,,0.379,,10.1016/j.jct.2013.12.006
6702,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.7679,,Cc1ccccc1Cl,Solvent,0.2321,,0.436,,10.1016/j.jct.2013.12.006
6703,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.5118,,Cc1ccccc1Cl,Solvent,0.4882,,0.545,,10.1016/j.jct.2013.12.006
6704,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.2743,,Cc1ccccc1Cl,Solvent,0.7257,,0.373,,10.1016/j.jct.2013.12.006
6708,303.0,101.0,Liquid,2,CCC(C)=O,Solvent,0.711,,CCCCO,Solvent,0.289,,1.177,,10.1016/j.jct.2007.06.009
6709,303.0,101.0,Liquid,2,CCC(C)=O,Solvent,0.486,,CCCCO,Solvent,0.514,,1.467,,10.1016/j.jct.2007.06.009
6710,303.0,101.0,Liquid,2,CCC(C)=O,Solvent,0.231,,CCCCO,Solvent,0.769,,1.123,,10.1016/j.jct.2007.06.009
6714,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7519,,c1ccccc1,Solvent,0.2481,,0.6047,,10.1016/j.tca.2013.01.028
6715,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5,,c1ccccc1,Solvent,0.5,,0.9235,,10.1016/j.tca.2013.01.028
6716,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2424,,c1ccccc1,Solvent,0.7576,,0.7775,,10.1016/j.tca.2013.01.028
6720,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7005,,CCCCOCCCC,Solvent,0.2995,,0.10948,,10.1016/j.fluid.2009.11.010
6721,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4004,,CCCCOCCCC,Solvent,0.5996,,0.11538,,10.1016/j.fluid.2009.11.010
6722,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2004,,CCCCOCCCC,Solvent,0.7996,,0.07397,,10.1016/j.fluid.2009.11.010
6726,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.0699,,O,Solvent,0.9301,,-1.713,,10.1016/j.jct.2007.03.010
6727,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.77,,O,Solvent,0.23,,-1.711,,10.1016/j.jct.2007.03.010
6728,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.4001,,O,Solvent,0.5999,,-4.15,,10.1016/j.jct.2007.03.010
6732,298.15,101.0,Liquid,2,COC=O,Solvent,0.2508,,ClCCCl,Solvent,0.7492,,0.0793,,10.1016/j.jct.2006.10.008
6733,298.15,101.0,Liquid,2,COC=O,Solvent,0.4874,,ClCCCl,Solvent,0.5126,,0.1028,,10.1016/j.jct.2006.10.008
6734,298.15,101.0,Liquid,2,COC=O,Solvent,0.7322,,ClCCCl,Solvent,0.2678,,0.0733,,10.1016/j.jct.2006.10.008
6738,298.15,101.0,Liquid,2,COC=O,Solvent,0.2024,,ClCCCCl,Solvent,0.7976,,0.2064,,10.1016/j.jct.2006.10.008
6739,298.15,101.0,Liquid,2,COC=O,Solvent,0.5024,,ClCCCCl,Solvent,0.4976,,0.3503,,10.1016/j.jct.2006.10.008
6740,298.15,101.0,Liquid,2,COC=O,Solvent,0.7674,,ClCCCCl,Solvent,0.2326,,0.2841,,10.1016/j.jct.2006.10.008
6744,298.15,101.0,Liquid,2,CCOC=O,Solvent,0.2551,,ClCCCl,Solvent,0.7449,,-0.1475,,10.1016/j.jct.2006.10.008
6745,298.15,101.0,Liquid,2,CCOC=O,Solvent,0.5094,,ClCCCl,Solvent,0.4906,,-0.2501,,10.1016/j.jct.2006.10.008
6746,298.15,101.0,Liquid,2,CCOC=O,Solvent,0.7374,,ClCCCl,Solvent,0.2626,,-0.2029,,10.1016/j.jct.2006.10.008
6750,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.483,,ClCCCl,Solvent,0.517,,-0.4196,,10.1016/j.jct.2006.10.008
6751,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.3675,,ClCCCl,Solvent,0.6325,,-0.2,,10.1016/j.jct.2008.10.007
6752,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7385,,ClCCCl,Solvent,0.2615,,-0.205,,10.1016/j.jct.2008.10.007
6756,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.7994,,CCOC(C)(C)CC,Solvent,0.2006,,0.448,,10.1021/je300670n
6757,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.4987,,CCOC(C)(C)CC,Solvent,0.5013,,0.8937,,10.1021/je300670n
6758,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2997,,CCOC(C)(C)CC,Solvent,0.7003,,0.9727,,10.1021/je300670n
6762,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.3486,,COC=O,Solvent,0.6514,,0.422,,10.1016/j.jct.2015.02.019
6763,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5232,,COC=O,Solvent,0.4768,,0.409,,10.1016/j.jct.2015.02.019
6764,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7968,,COC=O,Solvent,0.2032,,0.219,,10.1016/j.jct.2015.02.019
6768,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.264,,CO,Solvent,0.736,,0.736,,10.1016/j.jct.2015.02.019
6769,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5081,,CO,Solvent,0.4919,,1.091,,10.1016/j.jct.2015.02.019
6770,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7931,,CO,Solvent,0.2069,,0.812,,10.1016/j.jct.2015.02.019
6774,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,0.311,,10.1016/j.jct.2015.02.019
6775,298.15,100.0,Liquid,2,CO,Solvent,0.4873,,COC=O,Solvent,0.5127,,1.179,,10.1016/j.jct.2015.02.019
6776,298.15,100.0,Liquid,2,CO,Solvent,0.2822,,COC=O,Solvent,0.7178,,1.105,,10.1016/j.jct.2015.02.019
6780,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2376,,ClCCCl,Solvent,0.7624,,-0.317,,10.1016/j.jct.2008.10.007
6781,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5177,,ClCCCl,Solvent,0.4823,,-0.557,,10.1016/j.jct.2008.10.007
6782,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.7874,,ClCCCl,Solvent,0.2126,,-0.357,,10.1016/j.jct.2008.10.007
6786,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.299,,ClCCCl,Solvent,0.701,,-0.575,,10.1016/j.jct.2007.06.017
6787,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.498,,ClCCCl,Solvent,0.502,,-0.663,,10.1016/j.jct.2007.06.017
6788,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.702,,ClCCCl,Solvent,0.298,,-0.531,,10.1016/j.jct.2007.06.017
6792,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.204,,ClCCCCCl,Solvent,0.796,,-0.039,,10.1016/j.jct.2007.06.017
6793,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.501,,ClCCCCCl,Solvent,0.499,,-0.056,,10.1016/j.jct.2007.06.017
6794,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.701,,ClCCCCCl,Solvent,0.299,,-0.052,,10.1016/j.jct.2007.06.017
6798,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.203,,ClCCCCCCCl,Solvent,0.797,,0.195,,10.1016/j.jct.2007.06.017
6799,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.498,,ClCCCCCCCl,Solvent,0.502,,0.34,,10.1016/j.jct.2007.06.017
6800,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.796,,ClCCCCCCCl,Solvent,0.204,,0.24,,10.1016/j.jct.2007.06.017
6804,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.202,,ClCCCl,Solvent,0.798,,-0.586,,10.1016/j.jct.2007.06.017
6805,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.5,,ClCCCl,Solvent,0.5,,-0.885,,10.1016/j.jct.2007.06.017
6806,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.702,,ClCCCl,Solvent,0.298,,-0.706,,10.1016/j.jct.2007.06.017
6810,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.211,,ClCCCCCl,Solvent,0.789,,-0.188,,10.1016/j.jct.2007.06.017
6811,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.506,,ClCCCCCl,Solvent,0.494,,-0.314,,10.1016/j.jct.2007.06.017
6812,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.705,,ClCCCCCl,Solvent,0.295,,-0.281,,10.1016/j.jct.2007.06.017
6816,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2516,,CCO,Solvent,0.7484,,0.201984,,10.1021/je9001416
6817,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.4894,,CCO,Solvent,0.5106,,0.400777,,10.1021/je9001416
6818,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7871,,CCO,Solvent,0.2129,,0.441139,,10.1021/je9001416
