Mixture,Temperature,Pressure,Count
OCc1ccccc1,298.15,101.325,8
CS(C)=O,293.15,101.325,16
CS(C)=O,288.15,101.325,16
CS(C)=O,308.15,101.325,16
CS(C)=O,303.15,101.325,16
CS(C)=O,298.15,101.325,16
CCO,288.15,101.325,108
CCO,298.1,101.325,108
CCO,328.15,98.0,108
CCO,298.15,100.0,108
CCO,328.15,101.0,108
CCO,283.15,20000.0,108
CCO,328.15,40000.0,108
CCO,288.15,98.0,108
CCO,333.15,100.0,108
CCO,308.15,101.325,108
CCO,313.15,100.0,108
CCO,293.15,100.0,108
CCO,283.15,25000.0,108
CCO,308.15,98.0,108
CCO,298.15,20000.0,108
CCO,283.15,30000.0,108
CCO,323.15,101.0,108
CCO,295.15,100.0,108
CCO,328.15,100.0,108
CCO,313.15,20000.0,108
CCO,303.15,101.325,108
CCO,298.15,25000.0,108
CCO,318.15,101.325,108
CCO,283.15,35000.0,108
CCO,303.15,101.0,108
CCO,313.15,25000.0,108
CCO,298.15,30000.0,108
CCO,283.15,101.0,108
CCO,308.15,100.0,108
CCO,318.15,98.0,108
CCO,283.15,40000.0,108
CCO,328.15,20000.0,108
CCO,313.15,30000.0,108
CCO,323.15,100.0,108
CCO,298.15,101.325,108
CCO,298.15,35000.0,108
CCO,313.15,101.325,108
CCO,293.15,101.325,108
CCO,298.15,98.0,108
CCO,313.15,35000.0,108
CCO,328.15,25000.0,108
CCO,298.15,101.0,108
CCO,298.15,40000.0,108
CCO,303.15,100.0,108
CCO,313.15,101.0,108
CCO,313.15,40000.0,108
CCO,328.15,30000.0,108
CCO,293.15,101.0,108
CCO,318.15,100.0,108
CCO,328.15,35000.0,108
CCCO,288.15,101.325,46
CCCO,328.15,98.0,46
CCCO,298.15,100.0,46
CCCO,288.15,98.0,46
CCCO,333.15,100.0,46
CCCO,308.15,101.325,46
CCCO,313.15,100.0,46
CCCO,293.15,100.0,46
CCCO,308.15,98.0,46
CCCO,295.15,100.0,46
CCCO,328.15,100.0,46
CCCO,303.15,101.325,46
CCCO,318.15,101.325,46
CCCO,308.15,100.0,46
CCCO,318.15,98.0,46
CCCO,323.15,100.0,46
CCCO,298.15,101.325,46
CCCO,313.15,101.325,46
CCCO,293.15,101.325,46
CCCO,298.15,98.0,46
CCCO,298.15,101.0,46
CCCO,303.15,100.0,46
CCCO,318.15,100.0,46
CCCCO,288.15,101.325,30
CCCCO,283.15,101.325,30
CCCCO,338.15,101.325,30
CCCCO,303.15,101.0,30
CCCCO,303.15,100.0,30
CCCCO,348.15,101.325,30
CCCCO,323.15,100.0,30
CCCCO,303.15,101.325,30
CCCCO,298.15,101.325,30
CCCCO,328.15,101.325,30
CCCCO,318.15,101.325,30
CCCCO,313.15,101.325,30
CCCCCCO,293.15,101.325,7
CCCCCCO,298.1,101.325,7
CCCCCCO,303.15,101.325,7
CCCCCCO,298.15,101.325,7
CCCCCCCCO,293.15,101.325,9
CCCCCCCCO,288.15,101.325,9
CCCCCCCCO,303.15,101.325,9
CCCCCCCCO,298.15,101.325,9
CCCCCCCCO,313.15,101.325,9
CCCCCCCCCCO,303.15,101.325,2
CCCCCCCCCCO,298.15,101.325,2
CCCC[N+]1(C)CCCC1.N#C[B-](C#N)(C#N)C#N,298.15,101.325,1
c1ccsc1,298.15,101.325,1
c1cc[nH]c1,318.15,101.33,10
c1cc[nH]c1,308.15,101.0,10
c1cc[nH]c1,298.15,101.0,10
c1cc[nH]c1,338.15,101.33,10
c1cc[nH]c1,328.15,101.0,10
c1cc[nH]c1,318.15,101.0,10
c1cc[nH]c1,338.15,101.0,10
c1cc[nH]c1,308.15,101.33,10
c1cc[nH]c1,298.15,101.33,10
c1cc[nH]c1,328.15,101.33,10
c1ccncc1,338.15,101.33,51
c1ccncc1,301.25,101.325,51
c1ccncc1,328.15,101.0,51
c1ccncc1,308.15,101.325,51
c1ccncc1,288.15,101.0,51
c1ccncc1,299.15,101.325,51
c1ccncc1,321.15,101.325,51
c1ccncc1,318.15,101.33,51
c1ccncc1,308.15,101.0,51
c1ccncc1,303.25,101.325,51
c1ccncc1,305.15,101.325,51
c1ccncc1,311.35,101.325,51
c1ccncc1,293.95,101.325,51
c1ccncc1,338.15,101.0,51
c1ccncc1,309.25,101.325,51
c1ccncc1,303.15,101.325,51
c1ccncc1,298.15,101.33,51
c1ccncc1,307.25,101.325,51
c1ccncc1,303.15,101.0,51
c1ccncc1,317.55,101.325,51
c1ccncc1,315.35,101.325,51
c1ccncc1,318.15,101.0,51
c1ccncc1,298.15,101.325,51
c1ccncc1,313.15,101.325,51
c1ccncc1,319.55,101.325,51
c1ccncc1,295.35,101.325,51
c1ccncc1,328.15,101.33,51
c1ccncc1,293.15,101.325,51
c1ccncc1,298.15,101.0,51
c1ccncc1,353.15,101.0,51
c1ccncc1,297.25,101.325,51
c1ccncc1,308.15,101.33,51
c1cc[nH]c1 | c1ccncc1,318.15,101.33,75
c1cc[nH]c1 | c1ccncc1,338.15,101.33,75
c1cc[nH]c1 | c1ccncc1,308.15,101.33,75
c1cc[nH]c1 | c1ccncc1,298.15,101.33,75
c1cc[nH]c1 | c1ccncc1,328.15,101.33,75
CCCCCC,318.15,101.32,52
CCCCCC,291.15,101.0,52
CCCCCC,298.1,101.325,52
CCCCCC,293.15,101.3,52
CCCCCC,298.15,101.0,52
CCCCCC,328.15,101.0,52
CCCCCC,313.15,101.3,52
CCCCCC,318.15,101.0,52
CCCCCC,303.15,101.3,52
CCCCCC,298.15,101.3,52
CCCCCC,298.15,101.325,52
CCCCCC,291.15,101.32,52
CCCCCC,308.15,101.32,52
CCCCCC,318.15,101.3,52
CCCCCC,298.15,101.32,52
CCCCCC,328.15,101.32,52
CCCCCCCCCC,318.15,101.32,45
CCCCCCCCCC,291.15,101.0,45
CCCCCCCCCC,298.15,101.0,45
CCCCCCCCCC,328.15,101.0,45
CCCCCCCCCC,313.15,101.3,45
CCCCCCCCCC,318.15,101.0,45
CCCCCCCCCC,303.15,101.3,45
CCCCCCCCCC,298.15,101.3,45
CCCCCCCCCC,298.15,101.325,45
CCCCCCCCCC,291.15,101.32,45
CCCCCCCCCC,308.15,101.32,45
CCCCCCCCCC,318.15,101.3,45
CCCCCCCCCC,298.15,101.32,45
CCCCCCCCCC,328.15,101.32,45
CCCCC,291.15,101.0,18
CCCCC,298.1,101.325,18
CCCCC,298.15,101.0,18
CCCCC,291.15,101.325,18
CCCCC,298.15,101.325,18
CCCCC,291.15,101.32,18
CCCCC,298.15,101.32,18
CCOC(C)=O | CCCCC,291.15,101.32,33
CCOC(C)=O | CCCCC,298.15,101.32,33
CCOC(C)=O | CCCCCC,318.15,101.32,67
CCOC(C)=O | CCCCCC,291.15,101.32,67
CCOC(C)=O | CCCCCC,298.15,101.32,67
CCOC(C)=O | CCCCCC,328.15,101.32,67
CCOC(C)=O | CCCCCCC,318.15,101.32,71
CCOC(C)=O | CCCCCCC,291.15,101.32,71
CCOC(C)=O | CCCCCCC,298.15,101.32,71
CCOC(C)=O | CCCCCCC,328.15,101.32,71
CCOC(C)=O | CCCCCCCC,318.15,101.32,69
CCOC(C)=O | CCCCCCCC,291.15,101.32,69
CCOC(C)=O | CCCCCCCC,298.15,101.32,69
CCOC(C)=O | CCCCCCCC,328.15,101.32,69
CCOC(C)=O | CCCCCCCCC,318.15,101.32,66
CCOC(C)=O | CCCCCCCCC,291.15,101.32,66
CCOC(C)=O | CCCCCCCCC,298.15,101.32,66
CCOC(C)=O | CCCCCCCCC,328.15,101.32,66
CCOC(C)=O | CCCCCCCCCC,318.15,101.32,68
CCOC(C)=O | CCCCCCCCCC,291.15,101.32,68
CCOC(C)=O | CCCCCCCCCC,298.15,101.32,68
CCOC(C)=O | CCCCCCCCCC,328.15,101.32,68
CCCCOCC(C)C,293.15,101.325,8
CCCCOCC(C)C,288.15,101.325,8
CCCCOCC(C)C,308.15,101.325,8
CCCCOCC(C)C,303.15,101.325,8
CCCCOCC(C)C,298.15,101.325,8
CCCCOCC(C)C,323.15,101.325,8
CCCCOCC(C)C,318.15,101.325,8
CCCCOCC(C)C,313.15,101.325,8
CCCCCCCOC,293.15,101.325,8
CCCCCCCOC,288.15,101.325,8
CCCCCCCOC,308.15,101.325,8
CCCCCCCOC,303.15,101.325,8
CCCCCCCOC,298.15,101.325,8
CCCCCCCOC,323.15,101.325,8
CCCCCCCOC,318.15,101.325,8
CCCCCCCOC,313.15,101.325,8
CCCCCCOCC,293.15,101.325,8
CCCCCCOCC,288.15,101.325,8
CCCCCCOCC,308.15,101.325,8
CCCCCCOCC,303.15,101.325,8
CCCCCCOCC,298.15,101.325,8
CCCCCCOCC,323.15,101.325,8
CCCCCCOCC,318.15,101.325,8
CCCCCCOCC,313.15,101.325,8
CCCCCOCCC,293.15,101.325,8
CCCCCOCCC,288.15,101.325,8
CCCCCOCCC,308.15,101.325,8
CCCCCOCCC,303.15,101.325,8
CCCCCOCCC,298.15,101.325,8
CCCCCOCCC,323.15,101.325,8
CCCCCOCCC,318.15,101.325,8
CCCCCOCCC,313.15,101.325,8
CCCOCCC(C)C,293.15,101.325,8
CCCOCCC(C)C,288.15,101.325,8
CCCOCCC(C)C,308.15,101.325,8
CCCOCCC(C)C,303.15,101.325,8
CCCOCCC(C)C,298.15,101.325,8
CCCOCCC(C)C,323.15,101.325,8
CCCOCCC(C)C,318.15,101.325,8
CCCOCCC(C)C,313.15,101.325,8
Cc1ccccc1C,308.15,101.325,3
Cc1ccccc1C,298.15,101.325,3
Cc1cccc(C)c1,308.15,101.325,3
Cc1cccc(C)c1,298.15,101.325,3
Cc1ccc(C)cc1,308.15,101.325,3
Cc1ccc(C)cc1,298.15,101.325,3
COc1ccccc1,308.15,101.325,2
COc1ccccc1,298.15,101.325,2
CCOc1ccccc1,308.15,101.325,1
OCCc1ccccc1,308.15,101.325,2
OCCCc1ccccc1,308.15,101.325,3
OCCCc1ccccc1,298.15,101.325,3
COc1ccccc1 | OCCc1ccccc1,308.15,101.0,12
COc1ccccc1 | OCCCc1ccccc1,308.15,101.0,12
CCOc1ccccc1 | OCc1ccccc1,308.15,101.0,12
CCOc1ccccc1 | OCCc1ccccc1,308.15,101.0,13
CCOc1ccccc1 | OCCCc1ccccc1,308.15,101.0,12
COc1ccccc1 | OCc1ccccc1,308.15,101.0,12
C1COCCO1,293.15,101.325,12
C1COCCO1,308.15,101.0,12
C1COCCO1,303.15,101.0,12
C1COCCO1,298.15,101.0,12
C1COCCO1,308.15,101.325,12
C1COCCO1,303.15,101.325,12
C1COCCO1,298.15,101.325,12
C1COCO1,308.15,101.0,10
C1COCO1,303.15,101.0,10
C1COCO1,298.15,101.0,10
C1COCO1,308.15,101.325,10
C1COCO1,298.15,101.325,10
C1CCOCC1,293.15,101.325,35
C1CCOCC1,308.15,101.0,35
C1CCOCC1,303.15,101.0,35
C1CCOCC1,298.15,101.0,35
C1CCOCC1,313.15,101.325,35
C1CCOCC1,308.15,101.325,35
C1CCOCC1,303.15,101.325,35
C1CCOCC1,298.15,101.325,35
C1CCOCC1,283.15,101.325,35
C1CCOC1,313.15,101.325,7
C1CCOC1,283.15,101.325,7
C1CCOC1,308.15,101.325,7
C1CCOC1,298.15,101.325,7
CCCCCCC(C)=O,298.15,101.325,2
CCCCCC(=O)CC,298.15,101.325,1
CCCCCCCCCCCC,298.15,98.8,9
CCCCCCCCCCCC,298.15,101.325,9
CCCCCCCCCCCCCC,298.15,98.8,7
CCCCCCCCCCCCCC,298.15,101.325,7
CCCCCCCCCCCCCCCC,298.15,98.8,6
CCCCCCCCCCCCCCCC,298.15,101.325,6
CCCCCCCCCl,298.15,101.325,2
CCCCCCCl,298.15,101.325,2
CCCCCl,298.15,101.325,2
CC(=O)CC(C)=O,328.15,101.325,6
CC(=O)CC(C)=O,313.15,101.325,6
CC(=O)CC(C)=O,298.15,101.325,6
CCCCC(=O)OC(=O)CCCC,298.15,101.325,1
CCCCCC(=O)OC(=O)CCCCC,298.15,101.325,1
CC(=O)CC(C)C,288.15,101.325,7
CC(=O)CC(C)C,308.15,101.325,7
CC(=O)CC(C)C,303.15,101.325,7
CC(=O)CC(C)C,298.15,101.325,7
CC(=O)CC(C)C,318.15,101.325,7
CCCCCO,288.15,101.325,40
CCCCCO,363.15,101.0,40
CCCCCO,343.15,101.325,40
CCCCCO,323.15,101.325,40
CCCCCO,338.15,101.325,40
CCCCCO,343.15,101.0,40
CCCCCO,323.15,101.0,40
CCCCCO,303.15,101.325,40
CCCCCO,318.15,101.325,40
CCCCCO,283.15,101.325,40
CCCCCO,373.15,101.325,40
CCCCCO,303.15,101.0,40
CCCCCO,373.15,101.0,40
CCCCCO,333.15,101.325,40
CCCCCO,298.15,101.325,40
CCCCCO,353.15,101.325,40
CCCCCO,313.15,101.325,40
CCCCCO,293.15,101.325,40
CCCCCO,353.15,101.0,40
CCCCCO,333.15,101.0,40
CCCCCO,313.15,101.0,40
CCCCCO,293.15,101.0,40
CCCCCO,328.15,101.325,40
CCCCCO,348.15,101.325,40
CCCCCO,363.15,101.325,40
CCCCCCCCC(C)=O,298.15,101.325,1
CCCCCOCCCCC,298.15,101.325,1
C[C@@H](NCc1ccccc1)c1ccccc1,298.15,101.325,1
C[C@H](NCc1ccccc1)c1ccccc1,298.15,101.325,1
C[C@@H](N)c1ccccc1,298.15,101.325,1
C[C@H](N)c1ccccc1,298.15,101.325,1
C[C@@H](O)c1ccccc1,298.15,101.325,1
C[C@H](O)c1ccccc1,298.15,101.325,1
CCCC(=O)OC[C@H]1CO1,298.15,101.325,1
CCCC(=O)OC[C@@H]1CO1,298.15,101.325,1
C[C@@H]1COC(=O)O1,298.15,101.325,1
C[C@H]1COC(=O)O1,298.15,101.325,1
ClC[C@H]1CO1,298.15,101.325,1
ClC[C@@H]1CO1,298.15,101.325,1
COC(=O)[C@H](C)CO,298.15,101.325,1
COC(=O)[C@@H](C)CO,298.15,101.325,1
CCCCCCCCCC(=O)OC,298.15,98.8,4
CCCCCCCCCC(=O)OC,298.15,101.325,4
CCCCCCCCCC(=O)OC | CCCCCCCCCCCC,298.15,98.8,19
CCCCCCCCCC(=O)OC | CCCCCCCCCCCCCC,298.15,98.8,19
CCCCCCCCCC(=O)OC | CCCCCCCCCCCCCCCC,298.15,98.8,19
CN1CCCC1=O,293.15,101.325,10
CN1CCCC1=O,303.1,101.325,10
CN1CCCC1=O,308.15,101.325,10
CN1CCCC1=O,303.15,101.325,10
CN1CCCC1=O,298.15,101.325,10
CCCOC(C)=O | CCCCC,291.15,101.0,32
CCCOC(C)=O | CCCCC,298.15,101.0,32
CCCOC(C)=O | CCCCCC,298.15,101.0,66
CCCOC(C)=O | CCCCCC,291.15,101.0,66
CCCOC(C)=O | CCCCCC,328.15,101.0,66
CCCOC(C)=O | CCCCCC,318.15,101.0,66
CCCOC(C)=O | CCCCCCC,298.15,101.0,65
CCCOC(C)=O | CCCCCCC,291.15,101.0,65
CCCOC(C)=O | CCCCCCC,328.15,101.0,65
CCCOC(C)=O | CCCCCCC,318.15,101.0,65
CCCOC(C)=O | CCCCCCCC,298.15,101.0,66
CCCOC(C)=O | CCCCCCCC,291.15,101.0,66
CCCOC(C)=O | CCCCCCCC,328.15,101.0,66
CCCOC(C)=O | CCCCCCCC,318.15,101.0,66
CCCOC(C)=O | CCCCCCCCC,298.15,101.0,64
CCCOC(C)=O | CCCCCCCCC,291.15,101.0,64
CCCOC(C)=O | CCCCCCCCC,328.15,101.0,64
CCCOC(C)=O | CCCCCCCCC,318.15,101.0,64
CCCOC(C)=O | CCCCCCCCCC,298.15,101.0,64
CCCOC(C)=O | CCCCCCCCCC,291.15,101.0,64
CCCOC(C)=O | CCCCCCCCCC,328.15,101.0,64
CCCOC(C)=O | CCCCCCCCCC,318.15,101.0,64
CCCCCC(=O)O,298.15,101.325,1
CCCCCCCC(=O)O,298.15,101.325,1
CCN(CC)CC,298.15,101.325,2
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,304.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,100.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,101.325,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,100.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,299.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,301.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,323.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.325,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,305.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,318.15,101.325,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,283.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,100.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,307.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.325,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,313.15,101.325,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,101.325,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,100.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,333.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,302.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,313.15,101.0,89
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,101.0,89
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,293.15,101.325,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,304.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,299.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,301.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,307.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,302.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,308.15,101.325,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,303.15,101.325,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,101.325,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,305.15,101.0,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,318.15,101.325,48
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,313.15,101.325,48
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,293.15,101.325,18
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,308.15,101.325,18
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,303.15,101.325,18
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,298.15,101.325,18
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,318.15,101.325,18
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,313.15,101.325,18
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],293.15,101.325,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],308.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],303.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],298.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],304.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],299.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],301.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],323.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],307.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],302.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],313.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],308.15,101.325,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],303.15,101.325,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],298.15,101.325,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],305.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],293.15,101.0,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],318.15,101.325,44
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],313.15,101.325,44
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,293.15,101.325,18
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,308.15,101.325,18
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,303.15,101.325,18
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,298.15,101.325,18
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,318.15,101.325,18
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,313.15,101.325,18
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,293.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,288.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,333.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,308.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,303.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,298.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,328.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,323.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,318.15,101.325,28
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,313.15,101.325,28
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,308.15,101.0,60
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,303.15,101.0,60
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,298.15,101.0,60
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,318.15,101.0,60
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,313.15,101.0,60
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,293.15,101.0,60
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | CCO,308.15,101.0,84
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | CCO,303.15,101.0,84
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | CCO,298.15,101.0,84
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | CCO,318.15,101.0,84
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | CCO,313.15,101.0,84
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1 | CCO,293.15,101.0,84
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,308.15,101.0,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,303.15,101.0,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,298.15,101.0,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,318.15,101.0,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,313.15,101.0,60
CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,293.15,101.0,60
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,308.15,101.0,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,303.15,101.0,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,298.15,101.0,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,318.15,101.0,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,313.15,101.0,66
CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F | CCO,293.15,101.0,66
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,308.15,101.0,102
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,303.15,101.0,102
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,298.15,101.0,102
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,323.15,101.0,102
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,318.15,101.0,102
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,313.15,101.0,102
CCCCn1cc[n+](C)c1.F[B-](F)(F)F | CCO,293.15,101.0,102
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,308.15,101.0,122
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,303.15,101.0,122
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,298.15,101.0,122
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,323.15,101.0,122
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,318.15,101.0,122
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,313.15,101.0,122
CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-] | CCO,293.15,101.0,122
COC(=O)OC,293.15,101.3,32
COC(=O)OC,303.15,101.3,32
COC(=O)OC,298.15,101.3,32
COC(=O)OC,298.15,101.325,32
COC(=O)OC,318.15,101.3,32
COC(=O)OC,313.15,101.3,32
CCOC(=O)c1ccccc1,298.15,101.325,2
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298.15,101.325,6
COCCO,298.15,101.325,2
CCCCOCCO,298.15,101.325,2
COCCOCCO,298.15,101.325,2
COCCOCCOC,298.15,101.325,2
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCO,298.15,101.325,29
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCOCCO,298.15,101.325,29
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | CCCCOCCO,298.15,101.325,21
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCOCCO,298.15,101.325,17
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F | COCCOCCOC,298.15,101.325,21
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,318.15,101.325,2
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,298.15,101.325,2
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCO,298.15,101.0,24
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCO,318.15,101.0,24
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCO,298.15,101.0,29
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCO,318.15,101.0,29
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCCO,298.15,101.0,11
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | CCCCO,318.15,101.0,11
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | O,298.15,101.0,29
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F | O,318.15,101.0,29
